success,trial_type,trial_index,time_elapsed,internal_node_id,ID,test_id,rt,word,button_pressed,button_pressed_text
,html-button-response-2,1,84273,0.0-1.0,9x58o3116q,sw,2323,fin,0,f5
,html-button-response-2,2,85733,0.0-2.0,9x58o3116q,sw,1456,onze,1,oz
,html-button-response-2,3,87249,0.0-3.0,9x58o3116q,sw,1513,grand,0,gr@
,html-button-response-2,4,89387,0.0-4.0,9x58o3116q,sw,2134,race,0,ras
,html-button-response-2,5,92637,0.0-5.0,9x58o3116q,sw,3247,rose,0,roz
,html-button-response-2,6,94281,0.0-6.0,9x58o3116q,sw,1640,scie,0,si
,html-button-response-2,7,97634,0.0-7.0,9x58o3116q,sw,3350,base,1,bas
,html-button-response-2,8,99866,0.0-8.0,9x58o3116q,sw,2228,orge,0,orZ
,html-button-response-2,9,102095,0.0-9.0,9x58o3116q,sw,2226,enfer,0,@fEr
,html-button-response-2,10,104198,0.0-10.0,9x58o3116q,sw,2099,maire,0,mEr
,html-button-response-2,11,106105,0.0-11.0,9x58o3116q,sw,1903,chacun,0,Sak1
,html-button-response-2,12,107121,0.0-12.0,9x58o3116q,sw,1013,signe,0,siN
,html-button-response-2,13,111630,0.0-13.0,9x58o3116q,sw,4504,brun,4,br8i
,html-button-response-2,14,117927,0.0-14.0,9x58o3116q,sw,6289,congé,0,k§Ze
,html-button-response-2,15,124362,0.0-15.0,9x58o3116q,sw,6432,patient,1,pat5
,html-button-response-2,16,130152,0.0-16.0,9x58o3116q,sw,5786,payé,0,peje
,html-button-response-2,17,134577,0.0-17.0,9x58o3116q,sw,4421,pantin,0,p@t5
,html-button-response-2,18,137487,0.0-18.0,9x58o3116q,sw,2906,compte,3,k§pt
,html-button-response-2,19,145690,0.0-19.0,9x58o3116q,sw,8199,cesse,4,rEs
,html-button-response-2,20,148727,0.0-20.0,9x58o3116q,sw,3034,bille,1,bil
,html-button-response-2,21,152171,0.0-21.0,9x58o3116q,sw,3440,maîtresse,0,mEtrEs
,html-button-response-2,22,155366,0.0-22.0,9x58o3116q,sw,3191,piler,0,pile
,html-button-response-2,23,158734,0.0-23.0,9x58o3116q,sw,3365,femme,1,fEm
,html-button-response-2,24,169876,0.0-24.0,9x58o3116q,sw,11139,parfum,0,parf1
,html-button-response-2,25,170827,0.0-25.0,9x58o3116q,sw,948,doigt,0,dwa
,html-button-response-2,26,171874,0.0-26.0,9x58o3116q,sw,1044,lapin,0,lap5
,html-button-response-2,27,174967,0.0-27.0,9x58o3116q,sw,3090,linge,1,liN
,html-button-response-2,28,176253,0.0-28.0,9x58o3116q,sw,1283,coup,1,kup
,html-button-response-2,29,177390,0.0-29.0,9x58o3116q,sw,1134,vers,0,vEr
,html-button-response-2,30,180497,0.0-30.0,9x58o3116q,sw,3104,volé,3,kole
,html-button-response-2,31,181982,0.0-31.0,9x58o3116q,sw,1481,mars,2,mar5
,html-button-response-2,32,185763,0.0-32.0,9x58o3116q,sw,3778,frime,3,fil
,html-button-response-2,33,188220,0.0-33.0,9x58o3116q,sw,2454,monsieur,0,m§sj*r
,html-button-response-2,34,200954,0.0-34.0,9x58o3116q,sw,12731,jeunesse,0,Z*nEs
,html-button-response-2,35,205818,0.0-35.0,9x58o3116q,sw,4860,marcherions,1,marSEr§
,html-button-response-2,36,209444,0.0-36.0,9x58o3116q,sw,3623,canton,0,k@t§
,html-button-response-2,37,211905,0.0-37.0,9x58o3116q,sw,2458,tentait,0,t@tE
,html-button-response-2,38,217609,0.0-38.0,9x58o3116q,sw,5700,cracher,4,SraSe
,html-button-response-2,39,222977,0.0-39.0,9x58o3116q,sw,5365,crique,4,krik
,html-button-response-2,40,232065,0.0-40.0,9x58o3116q,sw,9084,retrouverez,1,r*truve
,html-button-response-2,41,235893,0.0-41.0,9x58o3116q,sw,3824,suave,3,sov
,html-button-response-2,42,241490,0.0-42.0,9x58o3116q,sw,5594,près,0,prE
,html-button-response-2,43,247645,0.0-43.0,9x58o3116q,sw,6151,automne,3,otomn*
,html-button-response-2,44,254279,0.0-44.0,9x58o3116q,sw,6631,client,3,sli@t
,html-button-response-2,45,264327,0.0-45.0,9x58o3116q,sw,10044,soixante-dix,2,swadis
,html-button-response-2,46,267003,0.0-46.0,9x58o3116q,sw,2673,sien,4,s@
,html-button-response-2,47,268386,0.0-47.0,9x58o3116q,sw,1380,rond,0,r§
,html-button-response-2,48,270593,0.0-48.0,9x58o3116q,sw,2204,deux,0,d*
,html-button-response-2,49,273342,0.0-49.0,9x58o3116q,sw,2746,pire,0,pir
,html-button-response-2,50,274520,0.0-50.0,9x58o3116q,sw,1175,sens,1,s@S
