success,trial_type,trial_index,time_elapsed,internal_node_id,ID,test_id,rt,word,button_pressed,button_pressed_text
,html-button-response-2,51,276288,0.0-51.0,9x58o3116q,sw,1765,rien,0,rj5
,html-button-response-2,52,277600,0.0-52.0,9x58o3116q,sw,1308,gare,0,gar
,html-button-response-2,53,279287,0.0-53.0,9x58o3116q,sw,1685,chez,0,Se
,html-button-response-2,54,283319,0.0-54.0,9x58o3116q,sw,4028,directeur,0,dirEkt*r
,html-button-response-2,55,290743,0.0-55.0,9x58o3116q,sw,7419,douzième,4,duzim
,html-button-response-2,56,293464,0.0-56.0,9x58o3116q,sw,2717,slave,1,sav
,html-button-response-2,57,298787,0.0-57.0,9x58o3116q,sw,5319,pincera,4,5sa
,html-button-response-2,58,306148,0.0-58.0,9x58o3116q,sw,7358,montagne,0,m§taN
,html-button-response-2,59,308332,0.0-59.0,9x58o3116q,sw,2181,igloo,0,iglu
,html-button-response-2,60,314071,0.0-60.0,9x58o3116q,sw,5736,rogner,1,roZEn
,html-button-response-2,61,317741,0.0-61.0,9x58o3116q,sw,3667,fille,0,fij
,html-button-response-2,62,320808,0.0-62.0,9x58o3116q,sw,3063,morte,0,mort
,html-button-response-2,63,325241,0.0-63.0,9x58o3116q,sw,4430,paire,0,pEr
,html-button-response-2,64,329746,0.0-64.0,9x58o3116q,sw,4501,varie,4,vrE
,html-button-response-2,65,330967,0.0-65.0,9x58o3116q,sw,1218,coeur,0,k9r
,html-button-response-2,66,336195,0.0-66.0,9x58o3116q,sw,5225,chandail,0,S@daj
,html-button-response-2,67,341898,0.0-67.0,9x58o3116q,sw,5699,magner,3,maNe
,html-button-response-2,68,346655,0.0-68.0,9x58o3116q,sw,4754,mais,0,mE
,html-button-response-2,69,349369,0.0-69.0,9x58o3116q,sw,2706,ruse,3,syr
,html-button-response-2,70,352061,0.0-70.0,9x58o3116q,sw,2686,rasé,2,rase
,html-button-response-2,71,354295,0.0-71.0,9x58o3116q,sw,2231,album,0,albym
,html-button-response-2,72,362883,0.0-72.0,9x58o3116q,sw,8584,glisserai,4,glisasaseri
,html-button-response-2,73,363976,0.0-73.0,9x58o3116q,sw,1091,qui,0,ki
,html-button-response-2,74,368168,0.0-74.0,9x58o3116q,sw,4189,partons,0,part§
,html-button-response-2,75,376742,0.0-75.0,9x58o3116q,sw,8570,rebondirons,4,rep§dir§
,html-button-response-2,76,380971,0.0-76.0,9x58o3116q,sw,4227,librairie,0,librEri
,html-button-response-2,77,385252,0.0-77.0,9x58o3116q,sw,4278,voilent,4,vol@
,html-button-response-2,78,386625,0.0-78.0,9x58o3116q,sw,1370,roue,0,ru
,html-button-response-2,79,387900,0.0-79.0,9x58o3116q,sw,1272,case,1,kase
,html-button-response-2,80,390755,0.0-80.0,9x58o3116q,sw,2853,prie,0,pri
,html-button-response-2,81,391896,0.0-81.0,9x58o3116q,sw,1138,mois,0,mwa
,html-button-response-2,82,392880,0.0-82.0,9x58o3116q,sw,981,dans,0,d@
,html-button-response-2,83,394908,0.0-83.0,9x58o3116q,sw,2025,coule,2,kul*r
,html-button-response-2,84,396850,0.0-84.0,9x58o3116q,sw,1939,poêle,3,poEm
,html-button-response-2,85,399981,0.0-85.0,9x58o3116q,sw,3129,saule,0,sol
,html-button-response-2,86,401935,0.0-86.0,9x58o3116q,sw,1951,oeil,0,*j
,html-button-response-2,87,402713,0.0-87.0,9x58o3116q,sw,774,tant,0,t@
,html-button-response-2,88,404684,0.0-88.0,9x58o3116q,sw,1967,clamer,1,kalme
,html-button-response-2,89,406083,0.0-89.0,9x58o3116q,sw,1396,pensant,0,p@s@
,html-button-response-2,90,410112,0.0-90.0,9x58o3116q,sw,4026,finie,1,finir
,html-button-response-2,91,416402,0.0-91.0,9x58o3116q,sw,6286,poison,0,pwaz§
,html-button-response-2,92,428328,0.0-92.0,9x58o3116q,sw,11923,mairie,0,mEri
,html-button-response-2,93,433056,0.0-93.0,9x58o3116q,sw,4726,boulangerie,2,bul@Zer
,html-button-response-2,94,438688,0.0-94.0,9x58o3116q,sw,5627,cousin,1,kus5
,html-button-response-2,95,440739,0.0-95.0,9x58o3116q,sw,2049,boulette,0,bulEt
,html-button-response-2,96,447073,0.0-96.0,9x58o3116q,sw,6331,revolver,2,revole
,html-button-response-2,97,450961,0.0-97.0,9x58o3116q,sw,3884,grade,4,garad
,html-button-response-2,98,452241,0.0-98.0,9x58o3116q,sw,1277,gens,0,Z@
,html-button-response-2,99,456564,0.0-99.0,9x58o3116q,sw,4319,porche,3,porS
,html-button-response-2,100,460882,0.0-100.0,9x58o3116q,sw,4315,encore,0,@kor
,html-button-response-2,101,462137,0.0-101.0,9x58o3116q,sw,1252,les,0,le
,html-button-response-2,102,463849,0.0-102.0,9x58o3116q,sw,1709,sept,1,sEpt
,html-button-response-2,103,478465,0.0-103.0,9x58o3116q,sw,14612,patrie,4,par
,html-button-response-2,104,486289,0.0-104.0,9x58o3116q,sw,7821,présent,0,prez@
,html-button-response-2,105,487348,0.0-105.0,9x58o3116q,sw,1057,six,0,sis
,html-button-response-2,106,492788,0.0-106.0,9x58o3116q,sw,5436,teint,4,t*ni@
,html-button-response-2,107,502552,0.0-107.0,9x58o3116q,sw,9761,cirer,0,sire
,html-button-response-2,108,505587,0.0-108.0,9x58o3116q,sw,3032,trier,0,trie
,html-button-response-2,109,507828,0.0-109.0,9x58o3116q,sw,2238,asie,2,asi
,html-button-response-2,110,508827,0.0-110.0,9x58o3116q,sw,996,cale,0,kal
,html-button-response-2,111,509743,0.0-111.0,9x58o3116q,sw,913,pipe,0,pip
,html-button-response-2,112,515140,0.0-112.0,9x58o3116q,sw,5394,cinquante,4,s5k@t
,html-button-response-2,113,517128,0.0-113.0,9x58o3116q,sw,1984,ose,1,os
,html-button-response-2,114,519252,0.0-114.0,9x58o3116q,sw,2120,emmener,4,EmEr
,html-button-response-2,115,521339,0.0-115.0,9x58o3116q,sw,2083,écrire,0,ekrir
,html-button-response-2,116,524419,0.0-116.0,9x58o3116q,sw,3077,portrait,1,portE
,html-button-response-2,117,531947,0.0-117.0,9x58o3116q,sw,7524,ration,4,rat§
,html-button-response-2,118,536136,0.0-118.0,9x58o3116q,sw,4186,savant,2,sovat
,html-button-response-2,119,538870,0.0-119.0,9x58o3116q,sw,2731,écho,1,eSo
,html-button-response-2,120,547032,0.0-120.0,9x58o3116q,sw,8158,aisance,1,es@s
,html-button-response-2,121,548689,0.0-121.0,9x58o3116q,sw,1655,crie,0,kri
,html-button-response-2,122,550208,0.0-122.0,9x58o3116q,sw,1516,brise,0,briz
,html-button-response-2,123,553798,0.0-123.0,9x58o3116q,sw,3587,trois,0,trwa
,html-button-response-2,124,562748,0.0-124.0,9x58o3116q,sw,8947,repartira,0,r*partira
,html-button-response-2,125,563727,0.0-125.0,9x58o3116q,sw,976,bon,0,b§
,html-button-response-2,126,564472,0.0-126.0,9x58o3116q,sw,742,ces,0,se
,html-button-response-2,127,568267,0.0-127.0,9x58o3116q,sw,3792,ail,4,ail
,html-button-response-2,128,573428,0.0-128.0,9x58o3116q,sw,5158,délivrer,0,delivre
,html-button-response-2,129,576727,0.0-129.0,9x58o3116q,sw,3296,édition,4,dedit§
,html-button-response-2,130,583809,0.0-130.0,9x58o3116q,sw,7079,larguer,1,larg*r
,html-button-response-2,131,585747,0.0-131.0,9x58o3116q,sw,1935,caillou,0,kaju
,html-button-response-2,132,587435,0.0-132.0,9x58o3116q,sw,1685,pari,0,pari
,html-button-response-2,133,589398,0.0-133.0,9x58o3116q,sw,1960,raie,0,rE
,html-button-response-2,134,591104,0.0-134.0,9x58o3116q,sw,1703,loin,1,lj§
,html-button-response-2,135,594455,0.0-135.0,9x58o3116q,sw,3347,pale,4,paj
,html-button-response-2,136,596915,0.0-136.0,9x58o3116q,sw,2457,poli,0,poli
,html-button-response-2,137,597824,0.0-137.0,9x58o3116q,sw,906,bain,0,b5
,html-button-response-2,138,600546,0.0-138.0,9x58o3116q,sw,2718,lange,1,l@g
,html-button-response-2,139,601806,0.0-139.0,9x58o3116q,sw,1255,gars,0,ga
,html-button-response-2,140,603905,0.0-140.0,9x58o3116q,sw,2096,long,0,l§
,html-button-response-2,141,608172,0.0-141.0,9x58o3116q,sw,4264,renifle,3,r@flif
,html-button-response-2,142,615583,0.0-142.0,9x58o3116q,sw,7405,chien,2,Sj5
,html-button-response-2,143,628847,0.0-143.0,9x58o3116q,sw,13260,criant,4,kri@
,html-button-response-2,144,632836,0.0-144.0,9x58o3116q,sw,3986,agile,4,aglil
,html-button-response-2,145,636055,0.0-145.0,9x58o3116q,sw,3216,lueur,1,l*r
,html-button-response-2,146,641848,0.0-146.0,9x58o3116q,sw,5789,baiser,4,bEs*
,html-button-response-2,147,651910,0.0-147.0,9x58o3116q,sw,10058,galet,4,gale
,html-button-response-2,148,654835,0.0-148.0,9x58o3116q,sw,2922,placer,3,palase
,html-button-response-2,149,660618,0.0-149.0,9x58o3116q,sw,5779,fiable,4,fiabl*
,html-button-response-2,150,664421,0.0-150.0,9x58o3116q,sw,3800,désert,1,desEr
,html-button-response-2,151,668826,0.0-151.0,9x58o3116q,sw,4402,aspect,4,aspEkt
,html-button-response-2,152,670382,0.0-152.0,9x58o3116q,sw,1553,étiole,1,etwal
,html-button-response-2,153,674295,0.0-153.0,9x58o3116q,sw,3909,accident,0,aksid@
,html-button-response-2,154,677934,0.0-154.0,9x58o3116q,sw,3636,quatorze,0,katolrz
,html-button-response-2,155,681587,0.0-155.0,9x58o3116q,sw,3649,oignon,3,oiN§
,html-button-response-2,156,684219,0.0-156.0,9x58o3116q,sw,2629,trot,0,tro
,html-button-response-2,157,685078,0.0-157.0,9x58o3116q,sw,856,pourquoi,0,purkwa
,html-button-response-2,158,687115,0.0-158.0,9x58o3116q,sw,2033,dix,2,lis
,html-button-response-2,159,693490,0.0-159.0,9x58o3116q,sw,6372,geler,4,rEl
,html-button-response-2,160,698169,0.0-160.0,9x58o3116q,sw,4675,pelure,0,p*lyr
,html-button-response-2,161,705199,0.0-161.0,9x58o3116q,sw,7027,calque,0,kal*k*
